"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00013755","1955-12-01","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   50",",,X","  -39",",,X"," 0106",",,X","  293","W,,X",,,"  113",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1955-12-02","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    5",",,X","    0",",,X","    0",",,X","   61",",,X","  -44",",,X"," 2300",",,X","  203","W,,X",,,"   67",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1955-12-03","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   15",",,X","    0",",,X","    0",",,X","  161",",,X","   61",",,X"," 1100",",,X","  270","W,,X",,,"   87",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1955-12-04","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   15",",,X","    0",",,X","    0",",,X","  194",",,X","   94",",,X"," 2330",",,X","  225","W,,X",,,"  159",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1955-12-05","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  189",",,X","   22",",,X"," 0000",",,X","  248","W,,X",,,"  149",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1955-12-06","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   56",",,X","  -22",",,X"," 1124",",,X","  338","W,,X",,,"  144",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1955-12-07","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   50",",,X","  -39",",,X"," 1054",",,X","   68","W,,X",,,"   82",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1955-12-08","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   83",",,X","    0",",,X"," 0012",",,X","  338","W,,X",,,"   77",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1955-12-09","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","  300",",,X","    0","T,,X","    0",",,X","   72",",,X","    6",",,X"," 2248",",,X","  293","W,,X",,,"  190",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00013755","1955-12-10","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   17",",,X","  -28",",,X"," 0500",",,X","  315","W,,X",,,"  190",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1955-12-11","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   22",",,X","  -39",",,X"," 1212",",,X","  315","W,,X",,,"  129",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1955-12-12","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   39",",,X","  -39",",,X"," 0912",",,X","  315","W,,X",,,"  103",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1955-12-13","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   39",",,X","  -44",",,X"," 1406",",,X","  338","W,,X",,,"   98",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1955-12-14","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X","    0",",,X","   56",",,X","  -61",",,X"," 1412",",,X","   68","W,,X",,,"   62",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1955-12-15","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X","    0",",,X","   83",",,X","  -17",",,X"," 2330",",,X","  338","W,,X",,,"  170",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1955-12-16","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","    0",",,X","  -83",",,X"," 0118",",,X","  315","W,,X",,,"  180",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1955-12-17","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   33",",,X","  -61",",,X"," 1218",",,X","  225","W,,X",,,"  113",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1955-12-18","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   18",",,X","    0",",,X","    0",",,X","   50",",,X","  -33",",,X"," 1318",",,X","  293","W,,X",,,"   87",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1955-12-19","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   44",",,X","  -33",",,X"," 1300",",,X","  315","W,,X",,,"  216",",,X","    1",",,X",,,,,,,,,,,,,,,,
"USW00013755","1955-12-20","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  -22",",,X","  -67",",,X"," 1306",",,X","  293","W,,X",,,"  123",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1955-12-21","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  -28",",,X","  -83",",,X"," 0312",",,X","   23","W,,X",,,"  103",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1955-12-22","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   22",",,X"," -106",",,X"," 1406",",,X","  203","W,,X",,,"  113",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1955-12-23","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   61",",,X","  -22",",,X"," 1742",",,X","   68","W,,X",,,"  108",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1955-12-24","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   83",",,X","   33",",,X"," 1500",",,X","  203","W,,X",,,"   82",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1955-12-25","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  189",",,X","   44",",,X"," 1312",",,X","  315","W,,X",,,"  195",",,X","    1",",,X",,,,,,,,,,,,,,,,
"USW00013755","1955-12-26","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   44",",,X","  -22",",,X"," 0936",",,X","  360","W,,X",,,"  134",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1955-12-27","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","    6",",,X","  -72",",,X"," 0930",",,X","  338","W,,X",,,"  123",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1955-12-28","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   -6",",,X","  -78",",,X"," 0518",",,X","  338","W,,X",,,"   87",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1955-12-29","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    8",",,X","    0",",,X","    0",",,X","   44",",,X","  -78",",,X"," 2200",",,X","   68","W,,X",,,"   67",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1955-12-30","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    8",",,X","    0",",,X","    0",",,X","   39",",,X","  -28",",,X"," 1536",",,X","  315","W,,X",,,"  164",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1955-12-31","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   22",",,X","  -67",",,X"," 1406",",,X","  293","W,,X",,,"  159",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1956-01-01","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   56",",,X","  -72",",,X"," 1124",",,X","  293","W,,X",,,"  118",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1956-01-02","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X","    0",",,X","   56",",,X","  -22",",,X"," 1442",",,X","  113","W,,X",,,"   98",",,X",,,,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1956-01-03","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  106",",,X","  -17",",,X"," 1118",",,X","  248","W,,X",,,"   98",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1956-01-04","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   72",",,X","   -6",",,X"," 2342",",,X","  338","W,,X",,,"  175",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1956-01-05","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   78",",,X","   11",",,X"," 0624",",,X","  338","W,,X",,,"  206",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1956-01-06","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   61",",,X","  -28",",,X"," 0448",",,X","  338","W,,X",,,"   77",",,X","    1",",,X",,,,,,,,,,,,,,,,
"USW00013755","1956-01-07","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0","T,,X","    0",",,X","   33",",,X","  -39",",,X"," 2224",",,X","  338","W,,X",,,"  170",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,"    1",",,X"
"USW00013755","1956-01-08","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0","T,,X","    0",",,X","  -17",",,X","  -61",",,X"," 0906",",,X","  338","W,,X",,,"  226",",,X",,,,,,,,,,,,,,,,,"    1",",,X"
"USW00013755","1956-01-09","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","  107",",,X","    0","T,,X","    0",",,X","   28",",,X","  -56",",,X"," 0342",",,X","  315","W,,X",,,"  216",",,X","    1",",,X",,,"    1",",,X",,,"    1",",,X","    1",",,X",,,"    1",",,X",,
"USW00013755","1956-01-10","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","  152",",,X","    0",",,X","    0",",,X","  106",",,X","   28",",,X"," 1330",",,X","   45","W,,X",,,"  221",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1956-01-11","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","  145",",,X","    0",",,X","    0",",,X","   56",",,X","   50",",,X"," 0012",",,X","   23","W,,X",,,"  185",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1956-01-12","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   33",",,X","    0",",,X","    0",",,X","   56",",,X","   44",",,X"," 2330",",,X","  315","W,,X",,,"  134",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1956-01-13","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    5",",,X","    0",",,X","    0",",,X","   50",",,X","   17",",,X"," 1942",",,X","  338","W,,X",,,"  190",",,X",,,,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1956-01-14","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0","T,,X","    0","T,,X","   50",",,X","  -11",",,X"," 0854",",,X","  338","W,,X",,,"  211",",,X",,,,,"    1",",,X",,,,,,,,,,,"    1",",,X"
"USW00013755","1956-01-15","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   67",",,X","   -6",",,X"," 0006",",,X","  338","W,,X",,,"  154",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1956-01-16","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","  102",",,X","    0",",,X","    0",",,X","   56",",,X","  -33",",,X"," 2348",",,X","  293","W,,X",,,"  139",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1956-01-17","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   13",",,X","    0","T,,X","    0",",,X","   28",",,X","    6",",,X"," 0848",",,X","  293","W,,X",,,"  252",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X","    1",",,X"
"USW00013755","1956-01-18","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   67",",,X","  -39",",,X"," 0706",",,X","  315","W,,X",,,"  159",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1956-01-19","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   91",",,X","    0","T,,X","    0",",,X","   33",",,X","  -17",",,X"," 1942",",,X","   45","W,,X",,,"  144",",,X","    1",",,X",,,"    1",",,X",,,,,"    1",",,X",,,"    1",",,X","    1",",,X"
"USW00013755","1956-01-20","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   13",",,X","    0",",,X","    0",",,X","   33",",,X","    0",",,X"," 0130",",,X","  360","W,,X",,,"  134",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1956-01-21","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   22",",,X","  -39",",,X"," 1430",",,X","  293","W,,X",,,"  144",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1956-01-22","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   72",",,X","  -22",",,X"," 1236",",,X","  293","W,,X",,,"  108",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1956-01-23","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   28",",,X","    0","T,,X","    0",",,X","   39",",,X","  -28",",,X"," 1454",",,X","  360","W,,X",,,"  185",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X","    1",",,X"
"USW00013755","1956-01-24","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   17",",,X","  -44",",,X"," 0824",",,X","  315","W,,X",,,"  129",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1956-01-25","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0","T,,X","    0",",,X","   39",",,X","  -44",",,X"," 1224",",,X","  315","W,,X",,,"   87",",,X",,,,,,,,,,,,,,,,,"    1",",,X"
"USW00013755","1956-01-26","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0","T,,X","    0",",,X","   28",",,X","  -44",",,X"," 1206",",,X","  293","W,,X",,,"  170",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,"    1",",,X"
"USW00013755","1956-01-27","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","    6",",,X","  -56",",,X"," 1524",",,X","  293","W,,X",,,"  108",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1956-01-28","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   28",",,X","  -78",",,X"," 1012",",,X","   45","W,,X",,,"   82",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1956-01-29","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   46",",,X","    0","T,,X","    0",",,X","   89",",,X","   17",",,X"," 0648",",,X","  180","W,,X",,,"  113",",,X","    1",",,X",,,"    1",",,X",,,,,,,,,"    1",",,X","    1",",,X"
"USW00013755","1956-01-30","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    3",",,X","    0",",,X","    0",",,X","  183",",,X","   33",",,X"," 1812",",,X","  315","W,,X",,,"  236",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1956-01-31","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   44",",,X","  -22",",,X"," 0354",",,X","  315","W,,X",,,"  175",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1956-02-01","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   39",",,X","  -44",",,X"," 1054",",,X","   68","W,,X",,,"   87",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1956-02-02","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   76",",,X","    0",",,X","    0",",,X","  133",",,X","   17",",,X"," 1906",",,X","  225","W,,X",,,"  175",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1956-02-03","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   25",",,X","    0",",,X","    0",",,X","  100",",,X","   28",",,X"," 0854",",,X","   23","W,,X",,,"  118",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1956-02-04","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","  236",",,X","    0",",,X","    0",",,X","   61",",,X","   17",",,X"," 1206",",,X","  293","W,,X",,,"  134",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1956-02-05","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  106",",,X","    0",",,X"," 0630",",,X","  270","W,,X",,,"   93",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1956-02-06","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   81",",,X","    0",",,X","    0",",,X","  117",",,X","    0",",,X"," 1542",",,X","   45","W,,X",,,"  154",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1956-02-07","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   20",",,X","    0",",,X","    0",",,X","  128",",,X","   33",",,X"," 1300",",,X","  293","W,,X",,,"  221",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1956-02-08","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  100",",,X","  -11",",,X"," 1600",",,X","  203","W,,X",,,"  108",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1956-02-09","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  150",",,X","   50",",,X"," 1124",",,X","  293","W,,X",,,"  134",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1956-02-10","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  150",",,X","   44",",,X"," 1130",",,X","  360","W,,X",,,"  129",",,X","    1",",,X",,,,,,,,,,,,,,,,
"USW00013755","1956-02-11","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","  198",",,X","    0",",,X","    0",",,X","   83",",,X","   61",",,X"," 1006",",,X","   68","W,,X",,,"  200",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1956-02-12","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  100",",,X","   44",",,X"," 0142",",,X","  248","W,,X",,,"  113",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1956-02-13","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X","    0",",,X","   72",",,X","    0",",,X"," 1436",",,X","  293","W,,X",,,"  123",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1956-02-14","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  100",",,X","    0",",,X"," 1436",",,X","  203","W,,X",,,"  149",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1956-02-15","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X","    0",",,X","  189",",,X","   72",",,X"," 1418",",,X","  248","W,,X",,,"  206",",,X",,,,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1956-02-16","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  100",",,X","   17",",,X"," 0400",",,X","   23","W,,X",,,"  144",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1956-02-17","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   64",",,X","    0",",,X","    0",",,X","   56",",,X","   28",",,X"," 0836",",,X","   68","W,,X",,,"  134",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1956-02-18","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    5",",,X","    0",",,X","    0",",,X","  200",",,X","   56",",,X"," 1418",",,X","  270","W,,X",,,"  216",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1956-02-19","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X","    0",",,X","   89",",,X","   33",",,X"," 1542",",,X","  158","W,,X",,,"  103",",,X",,,,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1956-02-20","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   20",",,X","    0",",,X","    0",",,X","   94",",,X","   22",",,X"," 1306",",,X","  338","W,,X",,,"  139",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00013755","1956-02-21","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   61",",,X","  -17",",,X"," 0948",",,X","  315","W,,X",,,"  200",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1956-02-22","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","    6",",,X","  -50",",,X"," 1412",",,X","  293","W,,X",,,"  185",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1956-02-23","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   33",",,X","  -39",",,X"," 1030",",,X","  293","W,,X",,,"  200",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1956-02-24","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   89",",,X","    0",",,X","    0",",,X","   72",",,X","  -72",",,X"," 1412",",,X","  180","W,,X",,,"  144",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1956-02-25","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   18",",,X","    0",",,X","    0",",,X","  183",",,X","   72",",,X"," 1806",",,X","  248","W,,X",,,"  267",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1956-02-26","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  117",",,X","   50",",,X"," 1036",",,X","  293","W,,X",,,"  195",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1956-02-27","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    3",",,X","    0",",,X","    0",",,X","  111",",,X","   72",",,X"," 2136",",,X","  203","W,,X",,,"  216",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1956-02-28","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    8",",,X","    0",",,X","    0",",,X","  133",",,X","    6",",,X"," 0918",",,X","  315","W,,X",,,"  283",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1956-02-29","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   50",",,X","  -33",",,X"," 1412",",,X","  293","W,,X",,,"  206",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1956-03-01","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","   83",",,X","  -50",",,X"," 2318",",,X","  203","W,,X",,,"  164",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1956-03-02","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   66",",,X","    0",",,X","    0",",,X","  133",",,X","   67",",,X"," 1542",",,X","  248","W,,X",,,"  180",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1956-03-03","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   30",",,X","    0",",,X","    0",",,X","  128",",,X","   61",",,X"," 2106",",,X","  203","W,,X",,,"  144",",,X",,,,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1956-03-04","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","   25",",,X","    0",",,X","    0",",,X","  117",",,X","   39",",,X"," 0612",",,X","  338","W,,X",,,"  206",",,X",,,,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1956-03-05","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  183",",,X","   44",",,X"," 1142",",,X","  203","W,,X",,,"  180",",,X",,,,,,,,,,,,,,,,,,
"USW00013755","1956-03-06","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0","T,,X","    0",",,X","    0",",,X","  200",",,X","   72",",,X"," 1400",",,X","   68","W,,X",,,"  134",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00013755","1956-03-07","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","    0",",,X","    0",",,X","    0",",,X","  228",",,X","   72",",,X"," 0930",",,X","  248","W,,X",,,"  180",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,,
"USW00013755","1956-03-08","37.93333","-75.43333","14.9","CHINCOTEAGUE NAS, VA US","  114",",,X","    0",",,X","    0",",,X","  161",",,X","   44",",,X"," 1330",",,X","  293","W,,X",,,"  206",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,
