"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WT01","WT01_ATTRIBUTES"
"USC00355689","1900-02-19","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","T,,6","    0",",,6",,,"   83",",,6","   44",",,6",,
"USC00355689","1900-02-20","44.85","-123.23333","61.0","MONMOUTH, OR US","   61",",,6","    0",",,6",,,"  122",",,6","   39",",,6",,
"USC00355689","1900-02-21","44.85","-123.23333","61.0","MONMOUTH, OR US","  323",",,6","    0",",,6",,,"  144",",,6","   61",",,6",,
"USC00355689","1900-02-22","44.85","-123.23333","61.0","MONMOUTH, OR US","   30",",,6","    0",",,6",,,"  133",",,6","   67",",,6",,
"USC00355689","1900-02-23","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6",,,"  128",",,6","    6",",,6",,
"USC00355689","1900-02-24","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6",,,"  133",",,6","   11",",,6",,
"USC00355689","1900-02-25","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6","    0",",,6",,,"  144",",,6","   17",",,6",,
"USC00355689","1900-02-26","44.85","-123.23333","61.0","MONMOUTH, OR US","   20",",,6","    0",",,6",,,"  122",",,6","   17",",,6",,
"USC00355689","1900-02-27","44.85","-123.23333","61.0","MONMOUTH, OR US","   69",",,6","    0",",,6",,,"   94",",,6","   11",",,6",,
"USC00355689","1900-02-28","44.85","-123.23333","61.0","MONMOUTH, OR US","   86",",,6","    0",",,6",,,,,"   33",",,6",,
"USC00355689","1900-03-01","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  139",",,6","   22",",,6",,
"USC00355689","1900-03-02","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  139",",,6","   11",",,6",,
"USC00355689","1900-03-03","44.85","-123.23333","61.0","MONMOUTH, OR US","   30",",,6",,,,,"  139",",,6","   22",",,6",,
"USC00355689","1900-03-04","44.85","-123.23333","61.0","MONMOUTH, OR US","   56",",,6",,,,,"  111",",,6","   28",",,6",,
"USC00355689","1900-03-05","44.85","-123.23333","61.0","MONMOUTH, OR US","   51",",,6",,,,,"  111",",,6","   -6",",,6",,
"USC00355689","1900-03-06","44.85","-123.23333","61.0","MONMOUTH, OR US","   51",",,6",,,,,"  117",",,6","   11",",,6",,
"USC00355689","1900-03-07","44.85","-123.23333","61.0","MONMOUTH, OR US","  183",",,6",,,,,"  117",",,6","   56",",,6",,
"USC00355689","1900-03-08","44.85","-123.23333","61.0","MONMOUTH, OR US","  185",",,6",,,,,"  122",",,6","   72",",,6",,
"USC00355689","1900-03-09","44.85","-123.23333","61.0","MONMOUTH, OR US","   38",",,6",,,,,"  183",",,6","   72",",,6",,
"USC00355689","1900-03-10","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  178",",,6","   89",",,6",,
"USC00355689","1900-03-11","44.85","-123.23333","61.0","MONMOUTH, OR US","   30",",,6",,,,,"  161",",,6","   83",",,6",,
"USC00355689","1900-03-12","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  172",",,6","   94",",,6",,
"USC00355689","1900-03-13","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  217",",,6","   72",",,6",,
"USC00355689","1900-03-14","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  244",",,6","   61",",,6",,
"USC00355689","1900-03-15","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  233",",,6","   83",",,6",,
"USC00355689","1900-03-16","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  178",",,6","   61",",,6",,
"USC00355689","1900-03-17","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  167",",,6","   28",",,6",,
"USC00355689","1900-03-18","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","T,,6",,,,,"  150",",,6","   17",",,6",,
"USC00355689","1900-03-19","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  167",",,6","   61",",,6",,
"USC00355689","1900-03-20","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  161",",,6","    0",",,6",,
"USC00355689","1900-03-21","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  161",",,6","   11",",,6",,
"USC00355689","1900-03-22","44.85","-123.23333","61.0","MONMOUTH, OR US","   64",",,6",,,,,"  139",",,6","   -6",",,6",,
"USC00355689","1900-03-23","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  144",",,6","    0",",,6",,
"USC00355689","1900-03-24","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  178",",,6","   11",",,6",,
"USC00355689","1900-03-25","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  144",",,6","   61",",,6",,
"USC00355689","1900-03-26","44.85","-123.23333","61.0","MONMOUTH, OR US","  224",",,6",,,,,"  117",",,6","   33",",,6",,
"USC00355689","1900-03-27","44.85","-123.23333","61.0","MONMOUTH, OR US","   38",",,6",,,,,"  122",",,6","   11",",,6",,
"USC00355689","1900-03-28","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  100",",,6","   -6",",,6",,
"USC00355689","1900-03-29","44.85","-123.23333","61.0","MONMOUTH, OR US","  213",",,6",,,,,"  150",",,6","   44",",,6",,
"USC00355689","1900-03-30","44.85","-123.23333","61.0","MONMOUTH, OR US","   89",",,6",,,,,"  178",",,6","   72",",,6",,
"USC00355689","1900-03-31","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  228",",,6","   72",",,6",,
"USC00355689","1900-04-01","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  172",",,6","   78",",,6",,
"USC00355689","1900-04-02","44.85","-123.23333","61.0","MONMOUTH, OR US","   43",",,6",,,,,"  144",",,6","   83",",,6",,
"USC00355689","1900-04-03","44.85","-123.23333","61.0","MONMOUTH, OR US","   28",",,6",,,,,"  133",",,6","   39",",,6",,
"USC00355689","1900-04-04","44.85","-123.23333","61.0","MONMOUTH, OR US","   25",",,6",,,,,"  150",",,6","   61",",,6",,
"USC00355689","1900-04-05","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  161",",,6","   67",",,6",,
"USC00355689","1900-04-06","44.85","-123.23333","61.0","MONMOUTH, OR US","   38",",,6",,,,,"  144",",,6","   78",",,6",,
"USC00355689","1900-04-07","44.85","-123.23333","61.0","MONMOUTH, OR US","   64",",,6",,,,,"  106",",,6","   28",",,6",,
"USC00355689","1900-04-08","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  117",",,6","   -6",",,6",,
"USC00355689","1900-04-09","44.85","-123.23333","61.0","MONMOUTH, OR US","    5",",,6",,,,,"  122",",,6","  -11",",,6",,
"USC00355689","1900-04-10","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  200",",,6","   11",",,6",,
"USC00355689","1900-04-11","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","T,,6",,,,,"  167",",,6","   44",",,6",,
"USC00355689","1900-04-12","44.85","-123.23333","61.0","MONMOUTH, OR US","   64",",,6",,,,,"  122",",,6","   50",",,6",,
"USC00355689","1900-04-13","44.85","-123.23333","61.0","MONMOUTH, OR US","   46",",,6",,,,,"  139",",,6","   72",",,6",,
"USC00355689","1900-04-14","44.85","-123.23333","61.0","MONMOUTH, OR US","   30",",,6",,,,,"  150",",,6","   78",",,6",,
"USC00355689","1900-04-15","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  172",",,6","    6",",,6",,
"USC00355689","1900-04-16","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  183",",,6","   44",",,6",,
"USC00355689","1900-04-17","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  261",",,6","   44",",,6",,
"USC00355689","1900-04-18","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  183",",,6","   39",",,6",,
"USC00355689","1900-04-19","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  117",",,6","   44",",,6",,
"USC00355689","1900-04-20","44.85","-123.23333","61.0","MONMOUTH, OR US","   30",",,6",,,,,"  156",",,6","   44",",,6",,
"USC00355689","1900-04-21","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  128",",,6","   33",",,6",,
"USC00355689","1900-04-22","44.85","-123.23333","61.0","MONMOUTH, OR US","    8",",,6",,,,,"  150",",,6","   33",",,6",,
"USC00355689","1900-04-23","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  167",",,6","   -6",",,6",,
"USC00355689","1900-04-24","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  172",",,6","   17",",,6",,
"USC00355689","1900-04-25","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","T,,6",,,,,"  128",",,6","   22",",,6",,
"USC00355689","1900-04-26","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  122",",,6","   17",",,6",,
"USC00355689","1900-04-27","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  178",",,6","    6",",,6",,
"USC00355689","1900-04-28","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  250",",,6","   44",",,6",,
"USC00355689","1900-04-29","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  289",",,6","   50",",,6",,
"USC00355689","1900-04-30","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  233",",,6","   72",",,6",,
"USC00355689","1900-05-01","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  194",",,6","   72",",,6",,
"USC00355689","1900-05-02","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  222",",,6","  111",",,6",,
"USC00355689","1900-05-03","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  261",",,6","   78",",,6",,
"USC00355689","1900-05-04","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  239",",,6","  100",",,6",,
"USC00355689","1900-05-05","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  206",",,6","  100",",,6",,
"USC00355689","1900-05-06","44.85","-123.23333","61.0","MONMOUTH, OR US","  168",",,6",,,,,"  167",",,6","  106",",,6",,
"USC00355689","1900-05-07","44.85","-123.23333","61.0","MONMOUTH, OR US","  249",",,6",,,,,"  206",",,6","  100",",,6",,
"USC00355689","1900-05-08","44.85","-123.23333","61.0","MONMOUTH, OR US","  102",",,6",,,,,"  167",",,6","  100",",,6",,
"USC00355689","1900-05-09","44.85","-123.23333","61.0","MONMOUTH, OR US","   33",",,6",,,,,"  172",",,6","  111",",,6",,
"USC00355689","1900-05-10","44.85","-123.23333","61.0","MONMOUTH, OR US","   58",",,6",,,,,"  194",",,6","  106",",,6",,
"USC00355689","1900-05-11","44.85","-123.23333","61.0","MONMOUTH, OR US","   38",",,6",,,,,"  161",",,6","   83",",,6",,
"USC00355689","1900-05-12","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  133",",,6","   28",",,6",,
"USC00355689","1900-05-13","44.85","-123.23333","61.0","MONMOUTH, OR US","   15",",,6",,,,,"  206",",,6","   72",",,6",,
"USC00355689","1900-05-14","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  228",",,6","   56",",,6",,
"USC00355689","1900-05-15","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  217",",,6","   83",",,6",,
"USC00355689","1900-05-16","44.85","-123.23333","61.0","MONMOUTH, OR US","    8",",,6",,,,,"  183",",,6","   83",",,6",,
"USC00355689","1900-05-17","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  200",",,6","   28",",,6",,
"USC00355689","1900-05-18","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  211",",,6","   83",",,6",,
"USC00355689","1900-05-19","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  206",",,6","   33",",,6",,
"USC00355689","1900-05-20","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  206",",,6","   39",",,6",,
"USC00355689","1900-05-21","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","T,,6",,,,,"  183",",,6","   39",",,6",,
"USC00355689","1900-05-22","44.85","-123.23333","61.0","MONMOUTH, OR US","   20",",,6",,,,,"  178",",,6","   44",",,6",,
"USC00355689","1900-05-23","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","T,,6",,,,,"  172",",,6","   44",",,6",,
"USC00355689","1900-05-24","44.85","-123.23333","61.0","MONMOUTH, OR US","   20",",,6",,,,,"  172",",,6","   61",",,6",,
"USC00355689","1900-05-25","44.85","-123.23333","61.0","MONMOUTH, OR US","   53",",,6",,,,,"  156",",,6","   78",",,6",,
"USC00355689","1900-05-26","44.85","-123.23333","61.0","MONMOUTH, OR US","  137",",,6",,,,,"  172",",,6","   61",",,6",,
"USC00355689","1900-05-27","44.85","-123.23333","61.0","MONMOUTH, OR US","   36",",,6",,,,,"  178",",,6",,,,
"USC00355689","1900-05-28","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  172",",,6","   28",",,6",,
"USC00355689","1900-05-29","44.85","-123.23333","61.0","MONMOUTH, OR US",,,,,,,"  211",",,6","   67",",,6",,
"USC00355689","1900-05-30","44.85","-123.23333","61.0","MONMOUTH, OR US","   25",",,6",,,,,"  222",",,6","   83",",,6",,
"USC00355689","1900-05-31","44.85","-123.23333","61.0","MONMOUTH, OR US","   13",",,6",,,,,"  228",",,6","   78",",,6",,
"USC00355689","1900-06-01","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  244",",,6","   89",",,6",,
"USC00355689","1900-06-02","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  244",",,6","   72",",,6",,
"USC00355689","1900-06-03","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  256",",,6","   61",",,6",,
"USC00355689","1900-06-04","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  244",",,6","   78",",,6",,
"USC00355689","1900-06-05","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  211",",,6","   94",",,6",,
"USC00355689","1900-06-06","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  222",",,6","   44",",,6",,
"USC00355689","1900-06-07","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  283",",,6","   72",",,6",,
"USC00355689","1900-06-08","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  217",",,6","  106",",,6",,
"USC00355689","1900-06-09","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  256",",,6","   44",",,6",,
"USC00355689","1900-06-10","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  283",",,6","   67",",,6",,
"USC00355689","1900-06-11","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  283",",,6","   83",",,6",,
"USC00355689","1900-06-12","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  328",",,6","   94",",,6",,
"USC00355689","1900-06-13","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  283",",,6","  117",",,6",,
"USC00355689","1900-06-14","44.85","-123.23333","61.0","MONMOUTH, OR US","   53",",,6",,,,,"  183",",,6","  111",",,6",,
"USC00355689","1900-06-15","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  200",",,6","  100",",,6",,
"USC00355689","1900-06-16","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","T,,6",,,,,"  194",",,6","   94",",,6",,
"USC00355689","1900-06-17","44.85","-123.23333","61.0","MONMOUTH, OR US","   13",",,6",,,,,"  183",",,6","  106",",,6",,
"USC00355689","1900-06-18","44.85","-123.23333","61.0","MONMOUTH, OR US","   18",",,6",,,,,"  211",",,6","  106",",,6",,
"USC00355689","1900-06-19","44.85","-123.23333","61.0","MONMOUTH, OR US","  124",",,6",,,,,"  222",",,6","  150",",,6",,
"USC00355689","1900-06-20","44.85","-123.23333","61.0","MONMOUTH, OR US","   20",",,6",,,,,"  178",",,6","  144",",,6",,
"USC00355689","1900-06-21","44.85","-123.23333","61.0","MONMOUTH, OR US","  160",",,6",,,,,"  189",",,6","  128",",,6",,
"USC00355689","1900-06-22","44.85","-123.23333","61.0","MONMOUTH, OR US","   61",",,6",,,,,"  228",",,6","  117",",,6",,
"USC00355689","1900-06-23","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  256",",,6","  122",",,6",,
"USC00355689","1900-06-24","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  172",",,6","  128",",,6",,
"USC00355689","1900-06-25","44.85","-123.23333","61.0","MONMOUTH, OR US","  183",",,6",,,,,"  200",",,6","   89",",,6",,
"USC00355689","1900-06-26","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  228",",,6","   83",",,6",,
"USC00355689","1900-06-27","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  222",",,6","   78",",,6",,
"USC00355689","1900-06-28","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  228",",,6","   89",",,6",,
"USC00355689","1900-06-29","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","P,,6",,,,,"  189",",,6","   94",",,6",,
"USC00355689","1900-06-30","44.85","-123.23333","61.0","MONMOUTH, OR US","   25",",,6",,,,,"  200",",,6","   78",",,6",,
"USC00355689","1901-01-01","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","T,,6","    0",",,6",,,"   39",",,6","   -6",",,6",,
"USC00355689","1901-01-02","44.85","-123.23333","61.0","MONMOUTH, OR US","  234",",,6","   51",",,6","   51",",,6","   67",",,6","   11",",,6",,
"USC00355689","1901-01-03","44.85","-123.23333","61.0","MONMOUTH, OR US","   76",",,6","    0",",,6","    0",",,6","   67",",,6","   11",",,6",,
"USC00355689","1901-01-04","44.85","-123.23333","61.0","MONMOUTH, OR US","   76",",,6","    0",",,6","    0",",,6","   61",",,6","   11",",,6",,
"USC00355689","1901-01-05","44.85","-123.23333","61.0","MONMOUTH, OR US","   25",",,6","    0",",,6",,,"   61",",,6","   33",",,6",,
"USC00355689","1901-01-06","44.85","-123.23333","61.0","MONMOUTH, OR US","   25",",,6","    0",",,6",,,"   83",",,6","   28",",,6",,
"USC00355689","1901-01-07","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","T,,6","    0","T,,6","    0",",,6","   39",",,6","    0",",,6",,
"USC00355689","1901-01-08","44.85","-123.23333","61.0","MONMOUTH, OR US","   41",",,6","   41",",,6","   51",",,6","   11",",,6","    0",",,6",,
"USC00355689","1901-01-09","44.85","-123.23333","61.0","MONMOUTH, OR US","    0",",,6","    0",",,6","    0",",,6","   33",",,6","    0",",,6",,
"USC00355689","1901-01-10","44.85","-123.23333","61.0","MONMOUTH, OR US","   64",",,6","   64",",,6","   51",",,6","   28",",,6","    0",",,6",,
"USC00355689","1901-01-11","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","T,,6","    3",",,6","    0",",,6","   50",",I,6","   11",",,6",,
"USC00355689","1901-01-12","44.85","-123.23333","61.0","MONMOUTH, OR US","  292",",,6","    0",",,6","    0",",,6","  111",",,6","   89",",I,6",,
"USC00355689","1901-01-13","44.85","-123.23333","61.0","MONMOUTH, OR US","  305",",,6","    0",",,6","    0",",,6","  122",",,6","   72",",,6",,
"USC00355689","1901-01-14","44.85","-123.23333","61.0","MONMOUTH, OR US","  419",",,6","    0",",,6","    0",",,6","   94",",,6","   61",",,6",,
"USC00355689","1901-01-15","44.85","-123.23333","61.0","MONMOUTH, OR US","    0",",,6","    0",",,6","    0",",,6","   83",",,6","   33",",,6",,
"USC00355689","1901-01-16","44.85","-123.23333","61.0","MONMOUTH, OR US","    0",",,6","    0",",,6","    0",",,6","   50",",,6","   11",",,6",,
"USC00355689","1901-01-17","44.85","-123.23333","61.0","MONMOUTH, OR US","    0",",,6","    0",",,6","    0",",,6","   94",",,6","   61",",I,6",,
"USC00355689","1901-01-18","44.85","-123.23333","61.0","MONMOUTH, OR US","    0",",,6","    0",",,6","    0",",,6","   39",",,6","   11",",,6",,
"USC00355689","1901-01-19","44.85","-123.23333","61.0","MONMOUTH, OR US","    0",",,6","    0",",,6","    0",",,6","   22",",,6","   11",",,6",,
"USC00355689","1901-01-20","44.85","-123.23333","61.0","MONMOUTH, OR US","    0",",,6","    0",",,6","    0",",,6","   56",",,6","    6",",,6",,
"USC00355689","1901-01-21","44.85","-123.23333","61.0","MONMOUTH, OR US","    0",",,6","    0",",,6","    0",",,6","   67",",,6","   -6",",,6",,
"USC00355689","1901-01-22","44.85","-123.23333","61.0","MONMOUTH, OR US","    0",",,6","    0",",,6","    0",",,6","   56",",,6","   33",",,6",,
"USC00355689","1901-01-23","44.85","-123.23333","61.0","MONMOUTH, OR US","    0","T,,6","    0",",,6",,,"   61",",,6","   28",",,6",,
"USC00355689","1901-01-24","44.85","-123.23333","61.0","MONMOUTH, OR US","    0",",,6","    0",",,6","    0",",,6","   67",",,6","   33",",,6",,
"USC00355689","1901-01-25","44.85","-123.23333","61.0","MONMOUTH, OR US","    0",",,6","    0",",,6","    0",",,6","   67",",,6","  -11",",,6","    1",",,6"
"USC00355689","1901-01-26","44.85","-123.23333","61.0","MONMOUTH, OR US","    0",",,6","    0",",,6","    0",",,6","   78",",,6","    6",",,6",,
"USC00355689","1901-01-27","44.85","-123.23333","61.0","MONMOUTH, OR US","    0",",,6","    0",",,6","    0",",,6","   78",",,6","  -11",",,6","    1",",,6"
"USC00355689","1901-01-28","44.85","-123.23333","61.0","MONMOUTH, OR US","    0",",,6","    0",",,6","    0",",,6","  111",",,6","   44",",,6",,
"USC00355689","1901-01-29","44.85","-123.23333","61.0","MONMOUTH, OR US","    0",",,6","    0",",,6","    0",",,6","  100",",,6","  -11",",,6",,
"USC00355689","1901-01-30","44.85","-123.23333","61.0","MONMOUTH, OR US","    0",",,6","    0",",,6","    0",",,6","   89",",,6","  -17",",,6",,
"USC00355689","1901-01-31","44.85","-123.23333","61.0","MONMOUTH, OR US","    0",",,6","    0",",,6","    0",",,6","   89",",,6","  -11",",,6",,
